x,y,plateId,oceanic,isPolar,elevation
117,0,7,0,0,0
118,0,7,0,0,0
119,0,7,0,0,0
120,0,7,0,0,0
121,0,7,0,0,0
122,0,7,0,0,0
123,0,7,0,0,0
124,0,7,0,0,0
125,0,7,0,0,0
126,0,7,0,0,0
127,0,7,0,0,0
128,0,7,0,0,0
129,0,7,0,0,0
130,0,7,0,0,0
131,0,7,0,0,0
132,0,7,0,0,0
133,0,7,0,0,0
134,0,7,0,0,0
135,0,7,0,0,0
136,0,7,0,0,0
137,0,7,0,0,0
138,0,7,0,0,0
139,0,7,0,0,0
140,0,7,0,0,0
141,0,7,0,0,0
142,0,7,0,0,0
143,0,7,0,0,0
144,0,7,0,0,0
145,0,7,0,0,0
146,0,7,0,0,0
147,0,7,0,0,0
148,0,1,0,0,0
149,0,1,0,0,0
150,0,1,0,0,0
151,0,1,0,0,0
152,0,1,0,0,0
153,0,1,0,0,0
154,0,1,0,0,0
155,0,1,0,0,0
156,0,1,0,0,0
157,0,1,0,0,0
158,0,1,0,0,0
159,0,1,0,0,0
160,0,1,0,0,0
161,0,1,0,0,0
162,0,1,0,0,0
163,0,1,0,0,0
164,0,1,0,0,0
165,0,10,1,1,0
166,0,10,1,1,0
167,0,10,1,1,0
168,0,10,1,1,0
169,0,10,1,1,0
170,0,10,1,1,0
171,0,10,1,1,0
172,0,10,1,1,0
173,0,10,1,1,0
174,0,10,1,1,0
175,0,10,1,1,0
176,0,10,1,1,0
177,0,10,1,1,0
178,0,10,1,1,0
179,0,10,1,1,0
180,0,10,1,1,0
181,0,10,1,1,0
182,0,10,1,1,0
183,0,10,1,1,0
184,0,10,1,1,0
185,0,10,1,1,0
186,0,10,1,1,0
187,0,10,1,1,0
188,0,10,1,1,0
189,0,10,1,1,0
190,0,10,1,1,0
191,0,10,1,1,0
192,0,10,1,1,0
193,0,10,1,1,0
194,0,10,1,1,0
195,0,10,1,1,0
196,0,10,1,1,0
197,0,10,1,1,0
198,0,10,1,1,0
199,0,10,1,1,0
200,0,10,1,1,0
201,0,10,1,1,0
202,0,10,1,1,0
203,0,10,1,1,0
204,0,10,1,1,0
205,0,10,1,1,0
206,0,10,1,1,0
207,0,10,1,1,0
208,0,10,1,1,0
209,0,10,1,1,0
210,0,10,1,1,0
211,0,10,1,1,0
212,0,10,1,1,0
213,0,10,1,1,0
214,0,10,1,1,0
215,0,10,1,1,0
216,0,10,1,1,0
217,0,10,1,1,0
218,0,10,1,1,0
219,0,10,1,1,0
220,0,10,1,1,0
221,0,10,1,1,0
222,0,10,1,1,0
223,0,10,1,1,0
224,0,10,1,1,0
225,0,10,1,1,0
226,0,10,1,1,0
227,0,10,1,1,0
228,0,10,1,1,0
229,0,10,1,1,0
230,0,10,1,1,0
231,0,10,1,1,0
232,0,10,1,1,0
233,0,10,1,1,0
234,0,10,1,1,0
235,0,10,1,1,0
236,0,10,1,1,0
237,0,10,1,1,0
238,0,10,1,1,0
239,0,10,1,1,0
240,0,10,1,1,0
241,0,10,1,1,0
242,0,10,1,1,0
243,0,10,1,1,0
244,0,10,1,1,0
245,0,10,1,1,0
246,0,10,1,1,0
247,0,10,1,1,0
248,0,10,1,1,0
249,0,10,1,1,0
250,0,10,1,1,0
251,0,10,1,1,0
252,0,10,1,1,0
253,0,10,1,1,0
254,0,10,1,1,0
255,0,10,1,1,0
256,0,10,1,1,0
257,0,10,1,1,0
258,0,10,1,1,0
259,0,10,1,1,0
260,0,10,1,1,0
261,0,10,1,1,0
262,0,10,1,1,0
263,0,10,1,1,0
264,0,10,1,1,0
265,0,10,1,1,0
266,0,10,1,1,0
267,0,10,1,1,0
268,0,10,1,1,0
269,0,10,1,1,0
270,0,10,1,1,0
271,0,10,1,1,0
272,0,10,1,1,0
273,0,10,1,1,0
274,0,10,1,1,0
275,0,10,1,1,0
276,0,10,1,1,0
277,0,10,1,1,0
278,0,10,1,1,0
279,0,10,1,1,0
280,0,10,1,1,0
281,0,10,1,1,0
282,0,10,1,1,0
283,0,10,1,1,0
284,0,10,1,1,0
285,0,10,1,1,0
286,0,10,1,1,0
287,0,10,1,1,0
288,0,10,1,1,0
289,0,10,1,1,0
290,0,10,1,1,0
291,0,10,1,1,0
292,0,10,1,1,0
293,0,10,1,1,0
294,0,10,1,1,0
295,0,10,1,1,0
296,0,10,1,1,0
297,0,10,1,1,0
298,0,10,1,1,0
299,0,10,1,1,0
300,0,10,1,1,0
301,0,10,1,1,0
302,0,10,1,1,0
303,0,10,1,1,0
304,0,10,1,1,0
305,0,10,1,1,0
306,0,10,1,1,0
307,0,10,1,1,0
308,0,10,1,1,0
309,0,10,1,1,0
310,0,10,1,1,0
311,0,10,1,1,0
312,0,10,1,1,0
313,0,10,1,1,0
314,0,10,1,1,0
315,0,10,1,1,0
316,0,10,1,1,0
317,0,10,1,1,0
318,0,10,1,1,0
319,0,10,1,1,0
320,0,10,1,1,0
321,0,10,1,1,0
322,0,10,1,1,0
323,0,10,1,1,0
324,0,10,1,1,0
325,0,10,1,1,0
326,0,10,1,1,0
327,0,10,1,1,0
328,0,10,1,1,0
329,0,10,1,1,0
330,0,10,1,1,0
331,0,10,1,1,0
332,0,10,1,1,0
333,0,10,1,1,0
334,0,10,1,1,0
335,0,10,1,1,0
336,0,10,1,1,0
337,0,10,1,1,0
338,0,10,1,1,0
339,0,10,1,1,0
340,0,10,1,1,0
341,0,10,1,1,0
342,0,10,1,1,0
343,0,10,1,1,0
344,0,10,1,1,0
345,0,10,1,1,0
346,0,10,1,1,0
347,0,10,1,1,0
348,0,10,1,1,0
349,0,10,1,1,0
350,0,10,1,1,0
351,0,10,1,1,0
352,0,10,1,1,0
353,0,10,1,1,0
354,0,10,1,1,0
355,0,10,1,1,0
356,0,10,1,1,0
357,0,10,1,1,0
358,0,10,1,1,0
359,0,10,1,1,0
360,0,10,1,1,0
361,0,10,1,1,0
362,0,10,1,1,0
363,0,10,1,1,0
364,0,10,1,1,0
365,0,10,1,1,0
366,0,10,1,1,0
367,0,10,1,1,0
368,0,10,1,1,0
369,0,10,1,1,0
370,0,10,1,1,0
371,0,10,1,1,0
372,0,10,1,1,0
373,0,3,0,0,0
374,0,3,0,0,0
375,0,3,0,0,0
376,0,3,0,0,0
377,0,3,0,0,0
378,0,3,0,0,0
379,0,3,0,0,0
380,0,3,0,0,0
381,0,8,1,0,0
382,0,8,1,0,0
383,0,8,1,0,0
384,0,8,1,0,0
385,0,8,1,0,0
386,0,8,1,0,0
387,0,8,1,0,0
388,0,8,1,0,0
389,0,8,1,0,0
390,0,8,1,0,0
391,0,8,1,0,0
392,0,8,1,0,0
393,0,8,1,0,0
394,0,8,1,0,0
395,0,8,1,0,0
396,0,8,1,0,0
397,0,8,1,0,0
398,0,8,1,0,0
399,0,8,1,0,0
400,0,8,1,0,0
401,0,8,1,0,0
402,0,8,1,0,0
403,0,8,1,0,0
404,0,8,1,0,0
405,0,8,1,0,0
406,0,8,1,0,0
407,0,8,1,0,0
408,0,8,1,0,0
409,0,8,1,0,0
410,0,8,1,0,0
411,0,8,1,0,0
412,0,8,1,0,0
413,0,8,1,0,0
414,0,8,1,0,0
415,0,8,1,0,0
416,0,8,1,0,0
417,0,8,1,0,0
418,0,8,1,0,0
419,0,8,1,0,0
420,0,8,1,0,0
421,0,8,1,0,0
422,0,8,1,0,0
423,0,8,1,0,0
424,0,8,1,0,0
425,0,8,1,0,0
426,0,8,1,0,0
427,0,8,1,0,0
428,0,8,1,0,0
429,0,8,1,0,0
430,0,8,1,0,0
431,0,8,1,0,0
432,0,8,1,0,0
433,0,8,1,0,0
434,0,8,1,0,0
435,0,8,1,0,0
436,0,8,1,0,0
437,0,8,1,0,0
438,0,8,1,0,0
439,0,8,1,0,0
440,0,8,1,0,0
441,0,8,1,0,0
442,0,8,1,0,0
443,0,8,1,0,0
444,0,8,1,0,0
445,0,8,1,0,0
446,0,8,1,0,0
447,0,8,1,0,0
448,0,8,1,0,0
449,0,8,1,0,0
450,0,8,1,0,0
451,0,8,1,0,0
452,0,8,1,0,0
453,0,8,1,0,0
454,0,8,1,0,0
455,0,8,1,0,0
456,0,8,1,0,0
457,0,8,1,0,0
458,0,8,1,0,0
459,0,8,1,0,0
460,0,8,1,0,0
461,0,8,1,0,0
462,0,8,1,0,0
463,0,8,1,0,0
464,0,8,1,0,0
465,0,8,1,0,0
466,0,8,1,0,0
467,0,8,1,0,0
468,0,8,1,0,0
469,0,8,1,0,0
470,0,8,1,0,0
471,0,8,1,0,0
472,0,8,1,0,0
473,0,8,1,0,0
474,0,8,1,0,0
475,0,8,1,0,0
476,0,8,1,0,0
477,0,8,1,0,0
478,0,8,1,0,0
479,0,8,1,0,0
480,0,8,1,0,0
481,0,8,1,0,0
482,0,8,1,0,0
483,0,8,1,0,0
484,0,8,1,0,0
485,0,8,1,0,0
486,0,8,1,0,0
487,0,8,1,0,0
488,0,8,1,0,0
489,0,8,1,0,0
490,0,8,1,0,0
491,0,8,1,0,0
492,0,8,1,0,0
493,0,8,1,0,0
494,0,8,1,0,0
495,0,8,1,0,0
496,0,8,1,0,0
497,0,8,1,0,0
498,0,8,1,0,0
499,0,8,1,0,0
500,0,8,1,0,0
501,0,8,1,0,0
502,0,8,1,0,0
503,0,8,1,0,0
504,0,8,1,0,0
505,0,8,1,0,0
506,0,8,1,0,0
507,0,8,1,0,0
508,0,8,1,0,0
509,0,8,1,0,0
510,0,8,1,0,0
511,0,8,1,0,0
0,1,7,0,0,0
1,1,7,0,0,0
2,1,7,0,0,0
3,1,7,0,0,0
4,1,7,0,0,0
5,1,7,0,0,0
6,1,7,0,0,0
7,1,7,0,0,0
8,1,7,0,0,0
9,1,7,0,0,0
10,1,7,0,0,0
11,1,7,0,0,0
12,1,7,0,0,0
13,1,7,0,0,0
14,1,7,0,0,0
15,1,7,0,0,0
16,1,7,0,0,0
17,1,7,0,0,0
18,1,7,0,0,0
19,1,7,0,0,0
20,1,7,0,0,0
21,1,7,0,0,0
22,1,7,0,0,0
23,1,7,0,0,0
24,1,7,0,0,0
25,1,7,0,0,0
26,1,7,0,0,0
27,1,7,0,0,0
28,1,7,0,0,0
29,1,7,0,0,0
30,1,7,0,0,0
31,1,7,0,0,0
32,1,7,0,0,0
33,1,7,0,0,0
34,1,7,0,0,0
35,1,7,0,0,0
36,1,7,0,0,0
37,1,7,0,0,0
38,1,7,0,0,0
39,1,7,0,0,0
40,1,7,0,0,0
41,1,7,0,0,0
42,1,7,0,0,0
43,1,7,0,0,0
44,1,7,0,0,0
45,1,7,0,0,0
46,1,7,0,0,0
47,1,7,0,0,0
48,1,7,0,0,0
49,1,7,0,0,0
50,1,7,0,0,0
51,1,7,0,0,0
52,1,7,0,0,0
53,1,7,0,0,0
54,1,7,0,0,0
55,1,7,0,0,0
56,1,7,0,0,0
57,1,7,0,0,0
58,1,7,0,0,0
59,1,7,0,0,0
60,1,7,0,0,0
61,1,7,0,0,0
62,1,7,0,0,0
63,1,7,0,0,0
64,1,7,0,0,0
65,1,7,0,0,0
66,1,7,0,0,0
67,1,7,0,0,0
68,1,7,0,0,0
69,1,7,0,0,0
70,1,7,0,0,0
71,1,7,0,0,0
72,1,7,0,0,0
73,1,7,0,0,0
74,1,7,0,0,0
75,1,7,0,0,0
76,1,7,0,0,0
77,1,7,0,0,0
78,1,7,0,0,0
79,1,7,0,0,0
80,1,7,0,0,0
81,1,7,0,0,0
82,1,7,0,0,0
83,1,7,0,0,0
84,1,7,0,0,0
85,1,7,0,0,0
86,1,7,0,0,0
87,1,7,0,0,0
88,1,7,0,0,0
89,1,7,0,0,0
90,1,7,0,0,0
91,1,7,0,0,0
92,1,7,0,0,0
93,1,7,0,0,0
94,1,7,0,0,0
95,1,7,0,0,0
96,1,7,0,0,0
97,1,7,0,0,0
98,1,7,0,0,0
99,1,7,0,0,0
100,1,7,0,0,0
101,1,7,0,0,0
102,1,7,0,0,0
103,1,7,0,0,0
104,1,7,0,0,0
105,1,7,0,0,0
106,1,7,0,0,0
107,1,7,0,0,0
108,1,7,0,0,0
109,1,7,0,0,0
110,1,7,0,0,0
111,1,7,0,0,0
112,1,7,0,0,0
113,1,7,0,0,0
114,1,7,0,0,0
115,1,7,0,0,0
116,1,7,0,0,0
117,1,7,0,0,0
118,1,7,0,0,0
119,1,7,0,0,0
120,1,7,0,0,0
121,1,7,0,0,0
122,1,7,0,0,0
123,1,7,0,0,0
124,1,7,0,0,0
125,1,7,0,0,0
126,1,7,0,0,0
127,1,7,0,0,0
128,1,7,0,0,0
129,1,7,0,0,0
130,1,7,0,0,0
131,1,7,0,0,0
132,1,7,0,0,0
133,1,7,0,0,0
134,1,7,0,0,0
135,1,7,0,0,0
136,1,7,0,0,0
137,1,7,0,0,0
138,1,7,0,0,0
139,1,7,0,0,0
140,1,7,0,0,0
141,1,7,0,0,0
142,1,7,0,0,0
143,1,7,0,0,0
144,1,7,0,0,0
145,1,7,0,0,0
146,1,7,0,0,0
147,1,7,0,0,0
148,1,1,0,0,0
149,1,1,0,0,0
150,1,1,0,0,0
151,1,1,0,0,0
152,1,1,0,0,0
153,1,1,0,0,0
154,1,1,0,0,0
155,1,1,0,0,0
156,1,1,0,0,0
157,1,1,0,0,0
158,1,1,0,0,0
159,1,1,0,0,0
160,1,1,0,0,0
161,1,1,0,0,0
162,1,1,0,0,0
163,1,10,1,1,0
164,1,10,1,1,0
165,1,10,1,1,0
166,1,10,1,1,0
167,1,10,1,1,0
168,1,10,1,1,0
169,1,10,1,1,0
170,1,10,1,1,0
171,1,10,1,1,0
172,1,10,1,1,0
173,1,10,1,1,0
174,1,10,1,1,0
175,1,10,1,1,0
176,1,10,1,1,0
177,1,10,1,1,0
178,1,10,1,1,0
179,1,10,1,1,0
180,1,10,1,1,0
181,1,10,1,1,0
182,1,10,1,1,0
183,1,10,1,1,0
184,1,10,1,1,0
185,1,10,1,1,0
186,1,10,1,1,0
187,1,10,1,1,0
188,1,10,1,1,0
189,1,10,1,1,0
190,1,10,1,1,0
191,1,10,1,1,0
192,1,10,1,1,0
193,1,10,1,1,0
194,1,10,1,1,0
195,1,10,1,1,0
196,1,10,1,1,0
197,1,10,1,1,0
198,1,10,1,1,0
199,1,10,1,1,0
200,1,10,1,1,0
201,1,10,1,1,0
202,1,10,1,1,0
203,1,10,1,1,0
204,1,10,1,1,0
205,1,10,1,1,0
206,1,10,1,1,0
207,1,10,1,1,0
208,1,10,1,1,0
209,1,10,1,1,0
210,1,10,1,1,0
211,1,10,1,1,0
212,1,10,1,1,0
213,1,10,1,1,0
214,1,10,1,1,0
215,1,10,1,1,0
216,1,10,1,1,0
217,1,10,1,1,0
218,1,10,1,1,0
219,1,10,1,1,0
220,1,10,1,1,0
221,1,10,1,1,0
222,1,10,1,1,0
223,1,10,1,1,0
224,1,10,1,1,0
225,1,10,1,1,0
226,1,10,1,1,0
227,1,10,1,1,0
228,1,10,1,1,0
229,1,10,1,1,0
230,1,10,1,1,0
231,1,10,1,1,0
232,1,10,1,1,0
233,1,10,1,1,0
234,1,10,1,1,0
235,1,10,1,1,0
236,1,10,1,1,0
237,1,10,1,1,0
238,1,10,1,1,0
239,1,10,1,1,0
240,1,10,1,1,0
241,1,10,1,1,0
242,1,10,1,1,0
243,1,10,1,1,0
244,1,10,1,1,0
245,1,10,1,1,0
246,1,10,1,1,0
247,1,10,1,1,0
248,1,10,1,1,0
249,1,10,1,1,0
250,1,10,1,1,0
251,1,10,1,1,0
252,1,10,1,1,0
253,1,10,1,1,0
254,1,10,1,1,0
255,1,10,1,1,0
256,1,10,1,1,0
257,1,10,1,1,0
258,1,10,1,1,0
259,1,10,1,1,0
260,1,10,1,1,0
261,1,10,1,1,0
262,1,10,1,1,0
263,1,10,1,1,0
264,1,10,1,1,0
265,1,10,1,1,0
266,1,10,1,1,0
267,1,10,1,1,0
268,1,10,1,1,0
269,1,10,1,1,0
270,1,10,1,1,0
271,1,10,1,1,0
272,1,10,1,1,0
273,1,10,1,1,0
274,1,10,1,1,0
275,1,10,1,1,0
276,1,10,1,1,0
277,1,10,1,1,0
278,1,10,1,1,0
279,1,10,1,1,0
280,1,10,1,1,0
281,1,10,1,1,0
282,1,10,1,1,0
283,1,10,1,1,0
284,1,10,1,1,0
285,1,10,1,1,0
286,1,10,1,1,0
287,1,10,1,1,0
288,1,10,1,1,0
289,1,10,1,1,0
290,1,10,1,1,0
291,1,10,1,1,0
292,1,10,1,1,0
293,1,10,1,1,0
294,1,10,1,1,0
295,1,10,1,1,0
296,1,10,1,1,0
297,1,10,1,1,0
298,1,10,1,1,0
299,1,10,1,1,0
300,1,10,1,1,0
301,1,10,1,1,0
302,1,10,1,1,0
303,1,10,1,1,0
304,1,10,1,1,0
305,1,10,1,1,0
306,1,10,1,1,0
307,1,10,1,1,0
308,1,10,1,1,0
309,1,10,1,1,0
310,1,10,1,1,0
311,1,10,1,1,0
312,1,10,1,1,0
313,1,10,1,1,0
314,1,10,1,1,0
315,1,10,1,1,0
316,1,10,1,1,0
317,1,10,1,1,0
318,1,10,1,1,0
319,1,10,1,1,0
320,1,10,1,1,0
321,1,10,1,1,0
322,1,10,1,1,0
323,1,10,1,1,0
324,1,10,1,1,0
325,1,10,1,1,0
326,1,10,1,1,0
327,1,10,1,1,0
328,1,10,1,1,0
329,1,10,1,1,0
330,1,10,1,1,0
331,1,10,1,1,0
332,1,10,1,1,0
333,1,10,1,1,0
334,1,10,1,1,0
335,1,10,1,1,0
336,1,10,1,1,0
337,1,10,1,1,0
338,1,10,1,1,0
339,1,10,1,1,0
340,1,10,1,1,0
341,1,10,1,1,0
342,1,10,1,1,0
343,1,10,1,1,0
344,1,10,1,1,0
345,1,10,1,1,0
346,1,10,1,1,0
347,1,10,1,1,0
348,1,10,1,1,0
349,1,10,1,1,0
350,1,10,1,1,0
351,1,10,1,1,0
352,1,10,1,1,0
353,1,10,1,1,0
354,1,10,1,1,0
355,1,10,1,1,0
356,1,10,1,1,0
357,1,10,1,1,0
358,1,10,1,1,0
359,1,10,1,1,0
360,1,10,1,1,0
361,1,10,1,1,0
362,1,10,1,1,0
363,1,10,1,1,0
364,1,10,1,1,0
365,1,10,1,1,0
366,1,10,1,1,0
367,1,10,1,1,0
368,1,10,1,1,0
369,1,10,1,1,0
370,1,10,1,1,0
371,1,10,1,1,0
372,1,3,0,0,0
373,1,3,0,0,0
374,1,3,0,0,0
375,1,3,0,0,0
376,1,3,0,0,0
377,1,3,0,0,0
378,1,3,0,0,0
379,1,3,0,0,0
380,1,3,0,0,0
381,1,8,1,0,0
382,1,8,1,0,0
383,1,8,1,0,0
384,1,8,1,0,0
385,1,8,1,0,0
386,1,8,1,0,0
387,1,8,1,0,0
388,1,8,1,0,0
389,1,8,1,0,0
390,1,8,1,0,0
391,1,8,1,0,0
392,1,8,1,0,0
393,1,8,1,0,0
394,1,8,1,0,0
395,1,8,1,0,0
396,1,8,1,0,0
397,1,8,1,0,0
398,1,8,1,0,0
399,1,8,1,0,0
400,1,8,1,0,0
401,1,8,1,0,0
402,1,8,1,0,0
403,1,8,1,0,0
404,1,8,1,0,0
405,1,8,1,0,0
406,1,8,1,0,0
407,1,8,1,0,0
408,1,8,1,0,0
409,1,8,1,0,0
410,1,8,1,0,0
411,1,8,1,0,0
412,1,8,1,0,0
413,1,8,1,0,0
414,1,8,1,0,0
415,1,8,1,0,0
416,1,8,1,0,0
417,1,8,1,0,0
418,1,8,1,0,0
419,1,8,1,0,0
420,1,8,1,0,0
421,1,8,1,0,0
422,1,8,1,0,0
423,1,8,1,0,0
424,1,8,1,0,0
425,1,8,1,0,0
426,1,8,1,0,0
427,1,8,1,0,0
428,1,8,1,0,0
429,1,8,1,0,0
430,1,8,1,0,0
431,1,8,1,0,0
432,1,8,1,0,0
433,1,8,1,0,0
434,1,8,1,0,0
435,1,8,1,0,0
436,1,8,1,0,0
437,1,8,1,0,0
438,1,8,1,0,0
439,1,8,1,0,0
440,1,8,1,0,0
441,1,8,1,0,0
442,1,8,1,0,0
443,1,8,1,0,0
444,1,8,1,0,0
445,1,8,1,0,0
446,1,8,1,0,0
447,1,8,1,0,0
448,1,8,1,0,0
449,1,8,1,0,0
450,1,8,1,0,0
451,1,8,1,0,0
452,1,8,1,0,0
453,1,8,1,0,0
454,1,8,1,0,0
455,1,8,1,0,0
456,1,8,1,0,0
457,1,8,1,0,0
458,1,8,1,0,0
459,1,8,1,0,0
460,1,8,1,0,0
461,1,8,1,0,0
462,1,8,1,0,0
463,1,8,1,0,0
464,1,8,1,0,0
465,1,8,1,0,0
466,1,8,1,0,0
467,1,8,1,0,0
468,1,8,1,0,0
469,1,8,1,0,0
470,1,8,1,0,0
471,1,8,1,0,0
472,1,8,1,0,0
473,1,8,1,0,0
474,1,8,1,0,0
475,1,8,1,0,0
476,1,8,1,0,0
477,1,8,1,0,0
478,1,8,1,0,0
479,1,8,1,0,0
480,1,8,1,0,0
481,1,8,1,0,0
482,1,8,1,0,0
483,1,8,1,0,0
484,1,8,1,0,0
485,1,8,1,0,0
486,1,8,1,0,0
487,1,8,1,0,0
488,1,8,1,0,0
489,1,8,1,0,0
490,1,8,1,0,0
491,1,8,1,0,0
492,1,8,1,0,0
493,1,8,1,0,0
494,1,8,1,0,0
495,1,8,1,0,0
496,1,8,1,0,0
497,1,8,1,0,0
498,1,8,1,0,0
499,1,8,1,0,0
500,1,8,1,0,0
501,1,8,1,0,0
502,1,8,1,0,0
503,1,8,1,0,0
504,1,8,1,0,0
505,1,8,1,0,0
506,1,8,1,0,0
507,1,8,1,0,0
508,1,8,1,0,0
509,1,8,1,0,0
510,1,8,1,0,0
511,1,8,1,0,0
0,2,7,0,0,0
1,2,7,0,0,0
2,2,7,0,0,0
3,2,7,0,0,0
4,2,7,0,0,0
5,2,7,0,0,0
6,2,7,0,0,0
7,2,7,0,0,0
8,2,7,0,0,0
9,2,7,0,0,0
10,2,7,0,0,0
11,2,7,0,0,0
12,2,7,0,0,0
13,2,7,0,0,0
14,2,7,0,0,0
15,2,7,0,0,0
16,2,7,0,0,0
17,2,7,0,0,0
18,2,7,0,0,0
19,2,7,0,0,0
20,2,7,0,0,0
21,2,7,0,0,0
22,2,7,0,0,0
23,2,7,0,0,0
24,2,7,0,0,0
25,2,7,0,0,0
26,2,7,0,0,0
27,2,7,0,0,0
28,2,7,0,0,0
29,2,7,0,0,0
30,2,7,0,0,0
31,2,7,0,0,0
32,2,7,0,0,0
33,2,7,0,0,0
34,2,7,0,0,0
35,2,7,0,0,0
36,2,7,0,0,0
37,2,7,0,0,0
38,2,7,0,0,0
39,2,7,0,0,0
40,2,7,0,0,0
41,2,7,0,0,0
42,2,7,0,0,0
43,2,7,0,0,0
44,2,7,0,0,0
45,2,7,0,0,0
46,2,7,0,0,0
47,2,7,0,0,0
48,2,7,0,0,0
49,2,7,0,0,0
50,2,7,0,0,0
51,2,7,0,0,0
52,2,7,0,0,0
53,2,7,0,0,0
54,2,7,0,0,0
55,2,7,0,0,0
56,2,7,0,0,0
57,2,7,0,0,0
58,2,7,0,0,0
59,2,7,0,0,0
60,2,7,0,0,0
61,2,7,0,0,0
62,2,7,0,0,0
63,2,7,0,0,0
64,2,7,0,0,0
65,2,7,0,0,0
66,2,7,0,0,0
67,2,7,0,0,0
68,2,7,0,0,0
69,2,7,0,0,0
70,2,7,0,0,0
71,2,7,0,0,0
72,2,7,0,0,0
73,2,7,0,0,0
74,2,7,0,0,0
75,2,7,0,0,0
76,2,7,0,0,0
77,2,7,0,0,0
78,2,7,0,0,0
79,2,7,0,0,0
80,2,7,0,0,0
81,2,7,0,0,0
82,2,7,0,0,0
83,2,7,0,0,0
84,2,7,0,0,0
85,2,7,0,0,0
86,2,7,0,0,0
87,2,7,0,0,0
88,2,7,0,0,0
89,2,7,0,0,0
90,2,7,0,0,0
91,2,7,0,0,0
92,2,7,0,0,0
93,2,7,0,0,0
94,2,7,0,0,0
95,2,7,0,0,0
96,2,7,0,0,0
97,2,7,0,0,0
98,2,7,0,0,0
99,2,7,0,0,0
100,2,7,0,0,0
101,2,7,0,0,0
102,2,7,0,0,0
103,2,7,0,0,0
104,2,7,0,0,0
105,2,7,0,0,0
106,2,7,0,0,0
107,2,7,0,0,0
108,2,7,0,0,0
109,2,7,0,0,0
110,2,7,0,0,0
111,2,7,0,0,0
112,2,7,0,0,0
113,2,7,0,0,0
114,2,7,0,0,0
115,2,7,0,0,0
116,2,7,0,0,0
117,2,7,0,0,0
118,2,7,0,0,0
119,2,7,0,0,0
120,2,7,0,0,0
121,2,7,0,0,0
122,2,7,0,0,0
123,2,7,0,0,0
124,2,7,0,0,0
125,2,7,0,0,0
126,2,7,0,0,0
127,2,7,0,0,0
128,2,7,0,0,0
129,2,7,0,0,0
130,2,7,0,0,0
131,2,7,0,0,0
132,2,7,0,0,0
133,2,7,0,0,0
134,2,7,0,0,0
135,2,7,0,0,0
136,2,7,0,0,0
137,2,7,0,0,0
138,2,7,0,0,0
